Date,Open,High,Low,Close,Volume,Adj Close
2001-12-17,120.15,122.14,120.15,121.34,6205100,103.12
2001-12-18,121.51,122.97,121.35,122.2,5596200,103.85
2001-12-19,121.9,124.7,121.01,123.89,8053900,105.29
2001-12-20,123.89,124.0,122.15,122.7,6344800,104.28
2001-12-21,122.7,123.5,121.71,122.0,8659100,103.68
2001-12-24,122.05,122.48,121.1,121.45,1654400,103.22
2001-12-26,122.0,123.7,121.81,122.4,3755700,104.02
2001-12-27,122.75,123.93,122.64,123.5,3826200,104.96
2001-12-28,123.5,123.88,122.35,122.9,4213900,104.45
2001-12-31,122.75,123.24,120.95,120.96,3512700,102.8
2002-01-02,120.6,121.5,119.8,121.5,6862800,103.26
2002-01-03,121.5,124.22,120.25,123.66,8621700,105.09
2002-01-04,124.05,125.6,123.98,125.6,8405200,106.74
2002-01-07,125.0,126.19,123.7,124.05,5939600,105.43
2002-01-08,124.25,125.2,123.73,124.7,5311800,105.98
2002-01-09,124.7,126.39,124.15,124.49,6839900,105.8
2002-01-10,123.75,124.0,121.42,122.14,8926300,103.8
2002-01-11,121.5,122.18,120.28,120.31,4797800,102.25
2002-01-14,120.0,120.09,117.1,118.05,10026700,100.33
2002-01-15,118.05,119.7,117.72,118.85,5647900,101.01
2002-01-16,118.0,118.75,117.25,117.4,5366300,99.77
2002-01-17,119.85,120.55,117.26,119.9,11153700,101.9
2002-01-18,114.25,114.9,112.81,114.25,18440200,97.1
2002-01-22,114.25,114.26,110.33,110.5,10130400,93.91
2002-01-23,110.8,111.25,107.0,107.9,12556700,91.7
2002-01-24,108.8,109.73,107.07,108.72,8581500,92.4
2002-01-25,108.5,110.69,108.1,109.28,6761800,92.87
2002-01-28,109.5,110.21,107.06,108.15,7092900,91.91
2002-01-29,108.15,108.56,102.41,103.0,14509400,87.54
2002-01-30,104.25,105.75,101.0,105.55,17713300,89.7
2002-01-31,106.4,107.98,104.46,107.89,9877000,91.69
2002-02-01,107.64,109.3,106.64,108.0,6799500,91.79
2002-02-04,108.0,108.0,105.99,106.8,6601900,90.77
2002-02-05,106.25,108.5,106.0,106.3,6737700,90.34
2002-02-06,106.7,107.82,105.33,106.63,6669800,90.74
2002-02-07,106.64,107.0,103.86,103.91,7253800,88.43
2002-02-08,103.0,105.72,102.61,104.99,8339400,89.35
2002-02-11,105.0,107.69,104.51,107.38,6271900,91.38
2002-02-12,106.75,107.89,106.06,106.57,4559800,90.69
2002-02-13,106.7,108.48,106.12,108.07,5086900,91.97
2002-02-14,109.0,109.15,107.2,107.89,5816300,91.81
2002-02-15,104.8,104.8,101.7,102.89,18204600,87.56
2002-02-19,101.5,101.8,98.86,101.3,13395900,86.21
2002-02-20,99.54,100.0,97.0,99.31,14525200,84.51
2002-02-21,98.75,99.7,96.01,96.38,10131700,82.02
2002-02-22,96.38,99.2,95.76,98.45,10471600,83.78
2002-02-25,98.45,99.25,97.12,98.3,9902800,83.65
2002-02-26,99.0,99.19,95.99,97.15,11634500,82.67
2002-02-27,98.1,100.31,96.7,97.83,11978700,83.25
2002-02-28,98.49,99.6,97.82,98.12,7939000,83.5
2002-03-01,98.6,103.1,98.5,103.02,10492900,87.67
2002-03-04,103.35,106.53,103.13,105.9,10767700,90.12
2002-03-05,104.25,106.5,104.16,105.67,7562100,89.92
2002-03-06,105.15,107.09,104.75,106.3,7687400,90.46
2002-03-07,107.3,107.5,103.24,103.71,10971900,88.26
2002-03-08,104.82,107.34,104.82,105.09,10726400,89.43
2002-03-11,104.35,105.97,103.6,105.24,8639100,89.56
2002-03-12,105.52,108.85,105.51,108.5,11059300,92.33
2002-03-13,108.3,108.65,106.7,107.18,6409200,91.21
2002-03-14,107.02,107.95,106.59,106.6,5335500,90.72
2002-03-15,106.55,107.45,105.59,106.79,10864100,90.88
2002-03-18,107.1,108.64,106.23,106.35,5301200,90.5
2002-03-19,106.85,108.05,106.49,107.49,4614800,91.47
2002-03-20,106.9,106.9,105.49,105.5,4844100,89.78
2002-03-21,105.7,106.78,104.7,106.78,5113100,90.87
2002-03-22,106.5,106.7,105.07,105.6,5507900,89.86
2002-03-25,105.8,106.66,103.5,103.56,6277900,88.13
2002-03-26,103.57,105.7,102.3,102.9,8144000,87.57
2002-03-27,103.75,103.79,102.5,103.39,5602400,87.98
2002-03-28,103.55,105.14,103.39,104.0,5347500,88.5
2002-04-01,104.0,104.0,102.4,102.86,5587000,87.53
2002-04-02,102.0,102.01,100.51,100.95,7382200,85.91
2002-04-03,101.4,101.5,98.9,99.96,7649100,85.07
2002-04-04,99.96,101.14,99.5,100.84,5928500,85.81
2002-04-05,100.84,101.25,97.25,97.25,9801800,82.76
2002-04-08,87.5,88.59,85.35,87.41,41207300,74.39
2002-04-09,88.5,88.52,87.1,87.74,17383600,74.67
2002-04-10,88.45,89.95,88.2,89.01,13143900,75.75
2002-04-11,88.05,88.51,83.34,84.19,23343700,71.64
2002-04-12,87.56,87.96,84.4,85.6,15819300,72.84
2002-04-15,86.5,86.6,84.7,85.35,8871600,72.63
2002-04-16,86.35,86.85,85.58,86.2,7933100,73.36
2002-04-17,87.05,87.2,84.0,84.81,11019500,72.17
2002-04-18,86.97,89.1,86.9,88.95,14763500,75.7
2002-04-19,89.9,90.03,87.6,89.0,9273200,75.74
2002-04-22,88.95,88.95,87.36,87.93,6757700,74.83
2002-04-23,88.35,89.08,87.24,87.33,5144100,74.32
2002-04-24,88.2,88.25,86.27,86.5,6520500,73.61
2002-04-25,86.05,86.92,85.77,86.71,6870000,73.79
2002-04-26,86.7,86.96,84.7,84.71,6684200,72.09
2002-04-29,84.71,85.1,83.55,83.89,6535600,71.39
2002-04-30,83.91,85.23,83.53,83.76,8883900,71.28
2002-05-01,83.85,84.65,81.67,84.3,12203800,71.74
2002-05-02,83.75,84.8,83.13,83.86,6582900,71.36
2002-05-03,83.1,83.5,81.11,81.78,8656300,69.59
2002-05-06,81.7,81.87,76.0,76.0,13648400,64.68
2002-05-07,76.89,77.5,75.92,76.5,17418700,65.1
2002-05-08,78.2,82.8,78.2,82.45,12779700,70.3
2002-05-09,81.9,83.0,79.0,79.93,10130100,68.15
2002-05-10,79.95,80.5,79.25,79.68,7386300,67.94
2002-05-13,80.25,82.29,79.5,82.19,6527600,70.08
2002-05-14,84.5,85.48,82.19,85.48,9624700,72.89
2002-05-15,84.6,86.49,84.05,84.5,8552300,72.05
2002-05-16,84.2,86.0,83.4,85.45,6768300,72.86
2002-05-17,86.25,86.4,85.0,85.69,5874800,73.06
2002-05-20,85.45,85.46,83.93,84.45,4530300,72.01
2002-05-21,84.41,85.0,83.3,83.45,4454000,71.15
2002-05-22,83.76,84.39,82.74,84.0,5040700,71.62
2002-05-23,84.25,85.05,82.52,84.35,6865600,71.92
2002-05-24,83.65,83.75,82.62,83.1,4122000,70.86
2002-05-28,82.8,83.11,81.69,82.08,4552100,69.99
2002-05-29,81.5,82.0,81.0,81.6,4519500,69.58
2002-05-30,80.6,82.25,80.22,82.25,7374100,70.13
2002-05-31,82.05,82.05,80.4,80.45,5126200,68.6
2002-06-03,80.75,80.91,78.0,78.11,8383600,66.6
2002-06-04,78.11,79.65,77.6,79.31,7273200,67.62
2002-06-05,79.65,80.71,79.11,80.55,7172100,68.68
2002-06-06,80.55,80.95,78.89,79.66,5540600,67.92
2002-06-07,78.48,78.85,77.0,78.3,9309400,66.76
2002-06-10,77.75,78.8,76.6,76.8,7075800,65.48
2002-06-11,77.85,78.25,75.2,75.49,7953400,64.37
2002-06-12,75.4,75.95,73.25,74.65,13296100,63.65
2002-06-13,75.45,77.4,75.3,75.6,8909600,64.46
2002-06-14,74.2,76.77,73.25,76.17,8592000,64.95
2002-06-17,76.18,77.75,75.16,77.14,7775800,65.77
2002-06-18,75.6,76.9,75.47,75.94,7242000,64.75
2002-06-19,74.2,75.2,73.25,73.35,9455400,62.54
2002-06-20,74.0,74.09,71.43,71.58,11116900,61.03
2002-06-21,70.0,70.99,68.19,68.75,15542600,58.62
2002-06-24,67.25,71.49,67.25,69.7,14687700,59.43
2002-06-25,70.3,71.45,68.41,68.6,8554800,58.49
2002-06-26,66.1,70.59,66.1,70.05,11544000,59.73
2002-06-27,71.2,72.15,69.1,71.9,10610100,61.31
2002-06-28,71.35,73.62,71.25,72.0,10945600,61.39
2002-07-01,72.01,72.41,67.16,67.6,12055900,57.64
2002-07-02,67.85,69.4,67.7,68.58,12012900,58.48
2002-07-03,67.95,70.71,67.87,70.51,8469900,60.12
2002-07-05,72.45,73.9,72.0,73.5,5243000,62.67
2002-07-08,73.0,73.48,71.03,71.3,9488100,60.79
2002-07-09,71.4,72.25,69.45,69.67,11165600,59.41
2002-07-10,70.6,71.25,68.53,68.76,10073400,58.63
2002-07-11,68.0,69.75,67.55,69.41,11026400,59.18
2002-07-12,70.0,71.74,68.8,69.21,8572200,59.01
2002-07-15,68.4,71.0,66.6,71.0,10420900,60.54
2002-07-16,69.51,71.39,68.48,69.01,10486800,58.84
2002-07-17,71.0,71.6,69.62,70.69,11537300,60.27
2002-07-18,70.5,74.2,70.0,72.05,15310800,61.43
2002-07-19,70.96,72.7,70.0,72.0,11612900,61.39
2002-07-22,71.25,72.19,68.31,68.5,14866900,58.41
2002-07-23,68.25,70.0,66.66,67.05,12766700,57.17
2002-07-24,66.0,70.0,65.7,69.54,13804500,59.29
2002-07-25,68.9,70.0,67.3,69.35,10989800,59.13
2002-07-26,68.75,69.47,65.76,66.4,11576400,56.62
2002-07-29,70.37,71.4,68.0,71.18,11919300,60.69
2002-07-30,70.5,72.7,70.02,71.79,10138600,61.21
2002-07-31,70.75,71.6,69.11,70.4,12718600,60.03
2002-08-01,70.4,70.7,67.22,68.25,8832000,58.19
2002-08-02,68.21,68.23,67.12,67.88,6915000,57.88
2002-08-05,67.94,68.35,65.85,65.99,7126900,56.27
2002-08-06,67.0,69.42,66.61,67.9,8370800,57.9
2002-08-07,69.0,69.9,66.8,69.17,8037300,59.11
2002-08-08,69.2,72.05,68.35,71.61,8420500,61.19
2002-08-09,70.61,74.3,70.4,71.83,6940900,61.38
2002-08-12,71.05,72.64,70.61,71.77,5263300,61.33
2002-08-13,71.55,73.8,71.19,71.9,8014700,61.44
2002-08-14,71.95,75.02,71.35,74.92,8353000,64.02
2002-08-15,75.4,76.71,74.6,76.5,9267300,65.37
2002-08-16,76.5,79.98,75.98,79.35,11645800,67.81
2002-08-19,79.35,82.85,79.01,82.49,10803900,70.49
2002-08-20,81.56,82.0,80.18,81.27,7671000,69.45
2002-08-21,81.9,82.33,79.55,81.0,7768600,69.22
2002-08-22,80.95,82.45,80.2,81.99,5446600,70.06
2002-08-23,81.2,81.48,79.35,80.4,5908900,68.71
2002-08-26,80.4,80.89,77.8,79.42,6997800,67.87
2002-08-27,80.4,80.44,77.3,77.96,7087800,66.62
2002-08-28,76.0,77.01,75.67,76.06,6590300,65.0
2002-08-29,75.6,77.35,75.15,76.62,5857400,65.48
2002-08-30,75.55,76.35,75.1,75.38,5002500,64.42
2002-09-03,74.2,75.0,72.3,72.35,6849400,61.83
2002-09-04,72.35,73.99,71.6,73.73,6264600,63.01
2002-09-05,72.74,72.85,71.5,72.18,6467700,61.68
2002-09-06,73.75,73.99,73.07,73.2,4586500,62.55
2002-09-09,72.45,74.98,71.85,74.5,5785000,63.66
2002-09-10,74.6,75.6,73.85,75.6,5538300,64.6
2002-09-11,76.4,77.5,74.06,74.2,5394400,63.41
2002-09-12,74.05,74.05,71.64,71.87,6707400,61.42
2002-09-13,71.5,72.88,71.31,72.5,5949600,61.95
2002-09-16,72.0,72.72,71.23,72.32,4595200,61.8
2002-09-17,73.0,73.45,71.35,71.75,6195100,61.31
2002-09-18,70.65,70.9,68.86,69.55,12712700,59.43
2002-09-19,64.8,66.48,64.65,64.8,22034900,55.37
2002-09-20,65.4,65.4,63.9,63.92,14195200,54.62
2002-09-23,63.75,63.75,62.37,63.37,8377100,54.15
2002-09-24,61.08,63.3,59.55,59.75,16710100,51.06
2002-09-25,61.2,63.77,60.99,63.01,13119200,53.85
2002-09-26,64.2,64.88,61.33,62.02,12368800,53.0
2002-09-27,61.43,63.49,60.31,60.36,8793100,51.58
2002-09-30,59.55,59.89,57.99,58.31,13020100,49.83
2002-10-01,59.2,61.98,58.99,61.17,11642800,52.27
2002-10-02,61.18,62.0,58.35,59.63,10653300,50.96
2002-10-03,60.3,61.16,58.95,60.0,11001100,51.27
2002-10-04,59.5,59.51,55.77,56.6,14551900,48.37
2002-10-07,56.6,58.5,56.6,56.86,9641600,48.59
2002-10-08,57.78,58.09,54.8,57.05,14744500,48.75
2002-10-09,56.05,56.7,54.81,55.07,12156000,47.06
2002-10-10,54.65,58.48,54.01,57.58,12670600,49.21
2002-10-11,62.0,63.92,61.5,63.92,17853800,54.62
2002-10-14,61.54,63.8,61.54,63.42,7925300,54.2
2002-10-15,67.75,68.48,66.58,68.48,14600200,58.52
2002-10-16,66.6,67.0,64.24,64.9,15900200,55.46
2002-10-17,72.8,73.0,71.23,72.2,21344600,61.7
2002-10-18,71.73,74.25,70.26,74.25,12482900,63.45
2002-10-21,73.65,75.9,72.94,75.55,10875700,64.56
2002-10-22,74.5,75.68,73.62,74.49,10371500,63.66
2002-10-23,74.4,74.97,72.46,74.6,12441900,63.75
2002-10-24,75.5,75.55,71.75,72.1,10524000,61.61
2002-10-25,72.5,74.62,72.16,74.56,7514200,63.72
2002-10-28,75.15,77.5,74.56,76.56,12544900,65.42
2002-10-29,76.56,77.05,74.2,76.74,11455200,65.58
2002-10-30,77.0,79.4,76.02,78.67,12865800,67.23
2002-10-31,78.67,79.79,78.5,78.94,9864300,67.46
2002-11-01,78.9,80.5,78.32,80.4,9395200,68.71
2002-11-04,81.99,83.81,81.7,82.5,12006000,70.5
2002-11-05,81.75,82.01,80.47,81.68,10466700,69.8
2002-11-06,80.8,81.88,80.05,81.54,10480800,69.81
2002-11-07,80.0,80.0,78.32,78.95,11036800,67.59
2002-11-08,78.5,79.29,77.2,77.59,8119600,66.43
2002-11-11,77.59,78.36,76.7,77.29,7386400,66.17
2002-11-12,77.5,79.9,77.3,79.15,9027700,67.76
2002-11-13,79.5,80.33,77.98,79.35,11984700,67.93
2002-11-14,80.38,80.99,79.4,80.72,9662800,69.11
2002-11-15,80.38,80.4,79.01,80.01,11367800,68.5
2002-11-18,80.8,80.99,79.08,79.18,7321300,67.79
2002-11-19,78.24,79.45,77.84,78.37,6918400,67.09
2002-11-20,77.95,81.71,77.9,81.61,9070900,69.87
2002-11-21,82.05,84.92,82.05,84.9,12737200,72.68
2002-11-22,83.95,85.17,83.8,84.43,9053300,72.28
2002-11-25,84.63,86.25,83.52,86.2,8651200,73.8
2002-11-26,86.15,86.15,84.39,85.06,8560800,72.82
2002-11-27,85.9,88.11,85.85,87.7,8209800,75.08
2002-11-29,87.71,88.05,86.76,86.92,2980700,74.41
2002-12-02,88.6,89.46,86.3,87.3,9694200,74.74
2002-12-03,86.72,87.03,85.15,85.21,7027800,72.95
2002-12-04,83.41,84.86,82.82,83.69,10053500,71.65
2002-12-05,84.9,84.98,82.6,83.06,6900000,71.11
2002-12-06,81.5,82.75,81.07,82.32,7594800,70.48
2002-12-09,81.0,81.33,79.5,79.59,8841900,68.14
2002-12-10,78.6,81.0,78.6,80.8,6869800,69.17
2002-12-11,80.8,82.48,79.99,81.44,6661000,69.72
2002-12-12,81.25,81.69,79.7,80.17,7208700,68.64
2002-12-13,79.25,80.0,78.27,80.0,7773800,68.49
2002-12-16,79.6,81.79,79.05,81.62,8483500,69.88
2002-12-17,80.6,81.77,80.03,80.31,6167100,68.76
2002-12-18,79.25,79.69,78.24,79.13,6514900,67.74
2002-12-19,78.6,80.34,78.35,78.66,7319900,67.34
2002-12-20,79.4,80.0,78.88,79.79,8053800,68.31
2002-12-23,79.75,81.5,79.44,80.26,5922200,68.71
2002-12-24,80.2,81.0,79.76,79.76,2420200,68.28
2002-12-26,79.81,80.7,78.26,78.5,5784300,67.21
2002-12-27,78.5,79.18,76.61,77.36,6334100,66.23
2002-12-30,77.0,77.43,75.6,76.25,8066600,65.28
2002-12-31,77.1,78.46,77.1,77.5,7871400,66.35
2003-01-02,78.8,80.57,78.19,80.57,7864500,68.98
2003-01-03,80.7,81.65,80.21,81.65,5962300,69.9
2003-01-06,81.9,84.8,81.81,83.59,7921300,71.56
2003-01-07,83.95,86.18,83.75,86.0,11906900,73.63
2003-01-08,85.55,85.69,84.07,84.19,9508800,72.08
2003-01-09,84.75,87.02,84.75,87.0,10711600,74.48
2003-01-10,85.85,88.04,85.7,87.68,9955400,75.06
2003-01-13,88.31,88.95,87.35,87.51,10499000,74.92
2003-01-14,87.23,88.59,87.22,88.58,7569100,75.84
2003-01-15,88.58,88.65,86.95,87.59,8146600,74.99
2003-01-16,87.4,87.71,85.38,86.05,9904300,73.67
2003-01-17,83.74,83.74,81.18,81.3,17331200,69.6
2003-01-21,81.3,81.85,80.5,80.54,8926900,68.95
2003-01-22,80.0,80.77,79.39,79.7,9432400,68.23
2003-01-23,80.15,81.36,79.8,81.05,8371400,69.39
2003-01-24,80.6,81.5,78.82,78.99,7748000,67.63
2003-01-27,77.99,79.5,77.61,78.42,9307800,67.14
2003-01-28,78.5,80.47,78.36,80.11,8017400,68.58
2003-01-29,79.5,80.7,78.57,80.32,7755000,68.76
2003-01-30,81.3,81.3,78.3,78.3,7349500,67.03
2003-01-31,77.7,78.34,77.02,78.2,9744100,66.95
2003-02-03,78.2,78.87,77.75,78.18,6683500,66.93
2003-02-04,78.18,78.18,76.25,77.09,7216200,66.0
2003-02-05,77.85,78.9,76.87,77.26,7427200,66.14
2003-02-06,77.11,78.2,76.51,77.51,7755200,66.49
2003-02-07,77.97,78.15,76.61,77.1,8296400,66.14
2003-02-10,77.1,78.02,76.45,77.91,7949100,66.83
2003-02-11,78.3,78.97,77.31,77.39,8598200,66.38
2003-02-12,77.5,78.09,76.5,76.5,5609200,65.62
2003-02-13,76.1,76.35,74.31,75.86,11218400,65.07
2003-02-14,76.4,77.45,75.35,77.45,8299500,66.44
2003-02-18,78.02,79.5,77.91,79.33,7791200,68.05
2003-02-19,79.08,79.7,78.82,79.51,5440300,68.2
2003-02-20,79.57,80.05,78.71,79.15,6285100,67.89
2003-02-21,79.49,80.0,78.16,79.95,7453900,68.58
2003-02-24,79.7,79.99,78.56,78.56,6874700,67.39
2003-02-25,77.9,79.37,76.9,79.07,7675900,67.83
2003-02-26,78.45,79.05,77.3,77.4,8587000,66.39
2003-02-27,77.9,78.59,76.75,77.28,9926500,66.29
2003-02-28,77.0,78.47,77.0,77.95,6585200,66.86
2003-03-03,78.9,79.0,77.12,77.33,6618300,66.33
2003-03-04,77.6,77.75,76.53,76.7,5672200,65.79
2003-03-05,76.7,77.73,76.25,77.73,6658000,66.68
2003-03-06,77.0,77.78,76.7,77.07,5876300,66.11
2003-03-07,75.71,77.99,75.71,77.9,8129200,66.82
2003-03-10,77.45,77.45,75.5,75.7,6641300,64.93
2003-03-11,75.82,76.33,75.2,75.35,8119200,64.63
2003-03-12,75.25,75.63,73.17,75.18,12773700,64.49
2003-03-13,75.99,78.68,75.31,78.45,10452500,67.29
2003-03-14,78.45,79.48,78.11,79.0,10117700,67.77
2003-03-17,78.0,82.67,77.84,82.46,15193000,70.73
2003-03-18,82.46,83.5,81.49,82.47,10795400,70.74
2003-03-19,82.09,82.5,81.08,82.0,10473100,70.34
2003-03-20,81.71,82.49,80.64,82.2,9046400,70.51
2003-03-21,82.76,84.9,82.76,84.9,12625400,72.83
2003-03-24,82.46,83.35,82.23,82.25,9352600,70.55
2003-03-25,82.0,84.0,81.74,83.45,8777100,71.58
2003-03-26,83.0,83.25,81.18,81.55,10531600,69.95
2003-03-27,80.75,82.33,80.51,81.45,7265800,69.87
2003-03-28,81.05,81.99,80.5,80.85,6649200,69.35
2003-03-31,79.26,79.61,78.31,78.43,10169200,67.28
2003-04-01,78.5,79.56,78.12,78.73,7861400,67.53
2003-04-02,79.9,81.97,79.9,81.46,9700100,69.88
2003-04-03,82.32,83.48,81.71,81.91,9623600,70.26
2003-04-04,82.35,82.55,80.04,80.79,8985000,69.3
2003-04-07,82.6,82.9,80.25,80.47,8881400,69.03
2003-04-08,80.62,80.7,78.47,80.07,8057600,68.68
2003-04-09,79.7,80.74,78.63,78.71,8543200,67.52
2003-04-10,79.1,79.25,78.13,79.01,6880100,67.77
2003-04-11,80.1,81.29,78.45,78.75,7573500,67.55
2003-04-14,78.5,80.07,78.16,80.07,9006000,68.68
2003-04-15,80.07,82.85,79.71,82.79,13613500,71.02
2003-04-16,83.38,84.4,82.74,82.88,10790700,71.09
2003-04-17,81.89,84.4,81.89,84.26,8802100,72.28
2003-04-21,84.4,84.51,83.1,83.36,6703400,71.51
2003-04-22,83.36,86.06,82.6,85.63,9542600,73.45
2003-04-23,85.24,85.97,84.96,85.75,7084500,73.56
2003-04-24,84.65,85.7,84.63,85.2,5943500,73.08
2003-04-25,85.21,85.28,83.86,83.88,6790700,71.95
2003-04-28,84.05,85.5,83.62,85.12,6363600,73.01
2003-04-29,85.34,86.49,84.97,85.66,8682900,73.48
2003-04-30,85.66,85.67,84.68,84.9,8444900,72.83
2003-05-01,85.3,86.23,84.47,85.89,7485700,73.68
2003-05-02,84.45,87.57,84.45,87.57,8381900,75.12
2003-05-05,87.2,88.0,86.52,86.52,7632500,74.22
2003-05-06,86.3,88.34,86.0,87.51,7459600,75.07
2003-05-07,86.95,87.81,86.5,86.68,6754600,74.49
2003-05-08,86.37,86.78,85.75,86.05,7188200,73.95
2003-05-09,86.9,87.7,86.4,87.55,6222600,75.24
2003-05-12,87.55,89.26,87.1,89.0,8445700,76.48
2003-05-13,88.78,90.1,88.56,89.98,8668300,77.33
2003-05-14,90.0,90.4,88.3,88.7,7752200,76.23
2003-05-15,89.5,89.96,89.0,89.9,7102900,77.26
2003-05-16,89.67,89.89,88.95,88.99,6831600,76.47
2003-05-19,88.05,88.47,86.41,86.45,7298400,74.29
2003-05-20,86.58,87.24,84.89,85.77,7331900,73.71
2003-05-21,85.77,86.18,85.08,86.18,6741000,74.06
2003-05-22,86.25,86.8,85.8,86.08,6277300,73.97
2003-05-23,85.75,85.95,85.1,85.26,5187200,73.27
2003-05-27,84.51,87.9,84.51,87.69,7163400,75.36
2003-05-28,87.6,88.7,87.4,87.57,6539900,75.25
2003-05-29,87.57,88.59,87.2,87.36,6898900,75.07
2003-05-30,87.45,88.68,87.45,88.04,6184200,75.66
2003-06-02,89.0,89.08,87.25,87.33,7697200,75.05
2003-06-03,84.32,85.24,83.24,83.82,21106600,72.03
2003-06-04,84.0,84.96,83.83,84.25,10734400,72.4
2003-06-05,84.0,84.25,81.75,81.9,15256300,70.38
2003-06-06,82.25,83.23,79.84,80.05,15160900,68.79
2003-06-09,80.0,82.0,79.81,82.0,9756300,70.47
2003-06-10,82.35,82.92,81.21,81.71,8896000,70.22
2003-06-11,82.75,84.15,82.29,83.97,9815800,72.16
2003-06-12,84.8,84.98,83.55,83.95,7072400,72.14
2003-06-13,84.15,84.29,82.51,82.75,5727500,71.11
2003-06-16,83.1,84.55,82.55,84.5,6492100,72.62
2003-06-17,84.95,84.95,83.8,84.3,5873700,72.44
2003-06-18,84.15,84.99,83.22,84.7,5941400,72.79
2003-06-19,84.95,85.29,84.5,84.55,7277100,72.66
2003-06-20,85.0,85.24,84.69,84.92,11900000,72.98
2003-06-23,84.79,84.79,82.97,83.18,6311600,71.48
2003-06-24,82.95,84.18,82.85,83.63,5062800,71.87
2003-06-25,83.55,84.16,82.09,82.49,5548000,70.89
2003-06-26,83.7,84.38,82.82,84.35,6374400,72.49
2003-06-27,84.15,84.65,83.22,83.42,4532900,71.69
2003-06-30,83.9,84.2,82.5,82.5,7950900,70.9
2003-07-01,81.4,83.66,81.4,83.59,5785800,71.83
2003-07-02,83.95,84.89,83.75,84.74,6009700,72.82
2003-07-03,84.25,84.69,83.48,83.95,3009500,72.14
2003-07-07,84.8,86.45,84.74,86.09,7614900,73.98
2003-07-08,86.09,86.75,85.19,86.25,5873900,74.12
2003-07-09,86.1,86.35,84.85,85.47,6709700,73.45
2003-07-10,85.0,85.22,83.47,84.03,7509200,72.21
2003-07-11,84.1,85.28,83.7,84.89,4534700,72.95
2003-07-14,86.0,86.58,85.42,85.42,6455200,73.41
2003-07-15,86.15,87.0,85.82,86.44,7910400,74.28
2003-07-16,87.0,87.03,85.85,86.74,8837600,74.54
2003-07-17,82.7,83.94,82.5,83.33,13515700,71.61
2003-07-18,83.85,84.02,83.21,83.72,8567200,71.95
2003-07-21,83.2,83.43,82.21,82.5,7036100,70.9
2003-07-22,82.5,83.26,81.52,81.85,8744300,70.34
2003-07-23,82.0,82.77,81.73,82.3,5326800,70.73
2003-07-24,82.95,82.99,81.51,81.51,5859100,70.05
2003-07-25,81.6,83.74,81.57,83.55,6204700,71.8
2003-07-28,83.67,83.7,82.04,82.54,6423500,70.93
2003-07-29,82.55,82.88,81.6,81.8,7282700,70.3
2003-07-30,82.45,82.45,80.58,80.96,6654600,69.57
2003-07-31,81.8,82.54,81.1,81.25,8050300,69.82
2003-08-01,81.15,81.27,80.05,81.27,6475400,69.84
2003-08-04,80.75,81.36,80.06,81.13,5888000,69.72
2003-08-05,81.13,81.33,79.8,79.85,7018100,68.62
2003-08-06,79.7,80.68,78.73,79.75,7472200,68.67
2003-08-07,79.69,80.82,79.38,80.69,5298500,69.48
2003-08-08,81.05,81.27,80.35,80.88,4613800,69.64
2003-08-11,80.87,81.5,80.28,81.02,4261200,69.77
2003-08-12,81.45,81.54,80.65,81.51,4634200,70.19
2003-08-13,81.65,82.19,80.58,81.2,5138400,69.92
2003-08-14,81.0,81.75,80.69,81.56,4562700,70.23
2003-08-15,81.8,81.98,81.2,81.79,3623600,70.43
2003-08-18,82.05,83.68,81.9,83.52,6847200,71.92
2003-08-19,83.1,83.81,82.56,82.85,6318300,71.34
2003-08-20,82.0,83.31,82.0,83.05,4829900,71.51
2003-08-21,83.39,83.85,82.85,82.85,5185200,71.34
2003-08-22,84.25,84.72,82.96,82.97,7434900,71.44
2003-08-25,82.85,83.03,81.75,81.96,5150900,70.57
2003-08-26,81.65,82.54,81.27,82.5,5569600,71.04
2003-08-27,82.0,82.53,81.9,82.0,3834100,70.61
2003-08-28,82.0,82.34,81.27,81.9,5516300,70.52
2003-08-29,81.95,82.11,81.56,82.01,4222700,70.62
2003-09-02,82.4,85.96,82.3,85.76,12406400,73.85
2003-09-03,86.24,87.3,86.0,86.33,10835700,74.34
2003-09-04,86.33,88.29,85.69,87.91,9889100,75.7
2003-09-05,87.0,88.26,86.75,86.95,7896600,74.87
2003-09-08,88.45,89.66,88.35,89.1,9213400,76.72
2003-09-09,89.2,89.97,88.93,89.42,8102500,77.0
2003-09-10,88.99,89.0,87.61,87.84,7322600,75.64
2003-09-11,86.75,88.42,86.4,87.92,9753500,75.71
2003-09-12,87.6,89.01,87.2,88.7,7209200,76.38
2003-09-15,89.7,89.96,88.39,88.49,7305400,76.2
2003-09-16,88.49,90.41,88.49,90.29,7896100,77.75
2003-09-17,90.4,91.94,90.2,90.63,9086600,78.04
2003-09-18,90.63,92.43,90.46,92.0,8338700,79.22
2003-09-19,92.45,93.47,91.8,93.28,9412500,80.32
2003-09-22,92.24,92.24,90.9,91.39,7302600,78.69
2003-09-23,91.5,92.09,90.56,91.34,7935200,78.65
2003-09-24,91.08,91.82,89.33,89.4,7575800,76.98
2003-09-25,89.4,90.97,89.2,89.41,6585500,76.99
2003-09-26,89.41,90.14,89.0,89.05,5095800,76.68
2003-09-29,89.25,90.18,89.07,89.45,5723200,77.02
2003-09-30,89.2,89.25,87.9,88.33,7056700,76.06
