X,Y,Site,Address,City,State,Type,API,Org
-122.2279516,37.77846153,Oakland Charter Academy,3001 International Blvd,Oakland,CA,MS,943,Public
-122.2378532,37.78964011,Roosevelt Middle,1926 19th Avenue,Oakland,CA,MS,642,Public
-122.1933547,37.76188703,ROOTS International Academy,1390 66th Avenue,Oakland,CA,MS,575,Public
-122.216818,37.78435209,United for Success Academy,2101 35th Avenue,Oakland,CA,MS,570,Public
-122.2249119,37.78224768,Urban Promise Academy,3031 East 18th Street,Oakland,CA,MS,694,Public
-122.2827473,37.80864278,West Oakland Middle,991 14th Street,Oakland,CA,MS,698,Public
-122.2603632,37.81435348,Westlake Middle,2629 Harrison Street,Oakland,CA,MS,716,Public
-122.2250648,37.77607833,ARISE High,"3301 E. 12th Street, Suite 205",Oakland,CA,HS,507,Public
-122.1624001,37.75899121,Business and Information Technology High,8610 MacArthur Boulevard,Oakland,CA,HS,527,Public
-122.2095245,37.77375808,College Preparatory and Architecture Academy,4610 Foothill Boulevard,Oakland,CA,HS,582,Public
-122.1624001,37.75899121,East Oakland School of the Arts,8610 MacArthur Boulevard,Oakland,CA,HS,554,Public
-122.2787364,37.81787882,"Expression, Excellence, Community, Empow",2607 Myrtle St.,Oakland,CA,HS,544,Public
-122.1624001,37.75899121,Leadership Preparatory High,8610 MacArthur Boulevard,Oakland,CA,HS,516,Public
-122.216818,37.78435209,LIFE Academy,2101 35th Avenue,Oakland,CA,HS,659,Public
-122.1965383,37.73702977,Lighthouse Community Charter High,444 Hegenberger Rd.,Oakland,CA,HS,726,Public
-122.1627778,37.75902719,LPS College Park,8601 MacArthur Blvd.,Oakland,CA,HS,554,Public
-122.2095245,37.77375808,Mandela High,4610 Foothill Boulevard,Oakland,CA,HS,557,Public
-122.2095245,37.77375808,Media College Preparatory,4610 Foothill Boulevard,Oakland,CA,HS,600,Public
-122.236702,37.80525234,Oakland High,1023 MacArthur Boulevard,Oakland,CA,HS,633,Public
-122.2724501,37.82940813,"Oakland Military Institute, College Prep",3877 Lusk Street,Oakland,CA,HS,708,Public
-122.2681963,37.80876869,Oakland School for the Arts,1970 Broadway,Oakland,CA,HS,723,Public
-122.2544367,37.83154851,Oakland Technical High,4351 Broadway,Oakland,CA,HS,643,Public
-122.1854047,37.77375808,Oakland Unity High,6038 Brann St.,Oakland,CA,HS,677,Public
-122.2877656,37.8132653,Ralph J. Bunche High,1240 18th Street,Oakland,CA,HS,402,Public
-122.2095245,37.77375808,Robeson School of Visual and Performing,4610 Foothill Boulevard,Oakland,CA,HS,469,Public
-122.1640098,37.79803978,Skyline High,12250 Skyline Boulevard,Oakland,CA,HS,667,Public
-122.1804225,37.72931359,Wilson (Lionel) College Preparatory Acad,400 105th Ave,Oakland,CA,HS,792,Public
-122.1535058,37.76632968,"YES, Youth Empowerment",8251 Fontaine Street,Oakland,CA,HS,535,Public
-122.1570041,37.75125704,Alternative Learning Community,9736 Lawlor St,Oakland,CA,Small Schools,0,Public
-122.199596,37.79347122,American Indian Public High,3637 Magee Ave,Oakland,CA,Small Schools,0,Public
-122.2787364,37.81787882,"Business, Entrepreneurial School of Tech",2607 Myrtle Street,Oakland,CA,Small Schools,0,Public
-122.2895102,37.8072938,Cole Middle,1011 Union Street,Oakland,CA,Small Schools,0,Public
-122.1867267,37.80097156,Conservatory of Vocal/Instrumental Arts,3800 Mountain Blvd,Oakland,CA,Small Schools,0,Public
-122.1898024,37.77177058,East Oakland Leadership Academy,2614 Seminary Ave,Oakland,CA,Small Schools,0,Public
-122.1898024,37.77177058,East Oakland Leadership Academy,2614 Seminary Ave,Oakland,CA,Small Schools,0,Public
-122.2490947,37.83709733,Far West,5263 Broadway Terrace,Oakland,CA,Small Schools,0,Public
-122.1667888,37.75976463,Hillside Academy,2369 84th Avenue,Oakland,CA,Small Schools,0,Public
-122.1535058,37.76632968,"Independent Study, Sojourner Truth",8251 Fontaine Street,Oakland,CA,Small Schools,0,Public
-122.1919248,37.76134744,Lockwood Elementary,6701 International Boulevard,Oakland,CA,Small Schools,0,Public
-122.2580699,37.79519792,MetWest High,314 East 10th Street,Oakland,CA,Small Schools,0,Public
-122.2762183,37.83291548,North Oakland Community Charter,1000 42nd St.,Oakland,CA,Small Schools,0,Public
-122.2140032,37.73322564,Oakland Aviation High,7850 Earhart Road,Oakland,CA,Small Schools,0,Public
-122.2652825,37.8001352,Oakland Charter High,171 12th Street,Oakland,CA,Small Schools,0,Public
-122.2602913,37.83352702,Oakland International High,4521 Webster Street,Oakland,CA,Small Schools,0,Public
-122.2657412,37.80506348,Oasis High,285 17TH St,Oakland,CA,Small Schools,0,Public
-122.216818,37.78435209,Peralta Creek Middle,2101 35th Avenue,Oakland,CA,Small Schools,0,Public
-122.1908546,37.759279,Rudsdale Continuation,1180 70th Avenue,Oakland,CA,Small Schools,0,Public
-122.2644192,37.84704383,Sankofa Academy,581 61st Street,Oakland,CA,Small Schools,0,Public
-122.1878958,37.78777851,Tilden Elementary,4551 Steele Street,Oakland,CA,Small Schools,0,Public
-122.174361,37.75910812,Webster Academy,8000 Birch Street,Oakland,CA,Small Schools,0,Public
-122.1947667,37.7644411,Whittier Elementary,6328 East 17th Street,Oakland,CA,Small Schools,0,Public
-122.1781202,37.78839005,Community Day,4917 Mountain Boulevard,Oakland,CA,ASAM,0,Public
-122.2582408,37.79676274,Dewey Academy,1111 Second Avenue,Oakland,CA,ASAM,0,Public
-122.2864885,37.80031506,East Bay Conservation Corps Corpsmember,1021 Third Street,Oakland,CA,ASAM,0,Public
-122.1781202,37.78839005,Oakland Community Day Middle,4917 Mountain Boulevard,Oakland,CA,ASAM,0,Public
-122.2651026,37.81762701,Street Academy (Alternative),417 29th Street,Oakland,CA,ASAM,0,Public
-122.2840154,37.84720571,Civicorps Elementary,1086 Alcatraz Ave.,Oakland,CA,K-4,0,Public
-122.2737091,37.81867022,Home and Hospital Program,2850 West St.,Oakland,CA,K-8,0,Public
-122.1570041,37.75125704,Barack Obama Academy,9736 Lawlor St.,Oakland,CA,6 to 8,0,Public
-122.2470344,37.82419288,Beach Elementary,100 Lake Avenue,Piedmont,CA,ES,971,Public
-122.2876037,37.84312279,Havens Elementary,1275 61st  Street,Emeryville,CA,ES,926,Public
-122.2349505,37.81971675,Wildwood Elementary,301 Wildwood Avenue,Piedmont,CA,ES,964,Public
-122.2334953,37.82311734,Piedmont Middle,740 Magnolia Ave,Piedmont,CA,MS,930,Public
-122.2328627,37.82365511,Piedmont High,800 Magnolia Ave,Piedmont,CA,HS,904,Public
-122.2330841,37.82341786,Millennium High Alternative,760 Magnolia Ave,Piedmont,CA,ASAM,0,Public
-121.8720539,37.67227858,Alisal Elementary,1454 Santa Rita Rd,Pleasanton,CA,ES,886,Public
-121.9070286,37.68463527,Donlon Elementary,4150 Dorman Rd,Pleasanton,CA,ES,924,Public
-121.8737627,37.69202769,Fairlands Elementary,4151 W. Las Positas Blvd,Pleasanton,CA,ES,947,Public
-121.8601919,37.69237843,Henry P. Mohr Elementary,3300 Dennis Dr,Pleasanton,CA,ES,961,Public
-121.9214897,37.68089409,Lydiksen Elementary,7700 Highland Oaks Dr,Pleasanton,CA,ES,903,Public
-121.8844196,37.6524935,Phoebe Apperson Hearst Elementary,5301 Case Ave,Pleasanton,CA,ES,941,Public
-121.8634744,37.65958915,Valley View Elementary,480 Adams Way,Pleasanton,CA,ES,911,Public
-121.8549668,37.65564112,Vintage Hills Elementary,1125 Concord St,Pleasanton,CA,ES,922,Public
-121.8861913,37.67337576,Walnut Grove Elementary,1999 Harvest Rd,Pleasanton,CA,ES,930,Public
-121.882639,37.67647842,Harvest Park Middle,4900 Valley Ave,Pleasanton,CA,MS,926,Public
-121.8816767,37.65695414,Pleasanton Middle,5001 Case Ave,Pleasanton,CA,MS,933,Public
-121.8981792,37.68540868,Thomas S. Hart Middle,4433 Willow Road,Pleasanton,CA,MS,904,Public
-121.8733759,37.66829459,Amador Valley High,1155 Santa Rita Rd,Pleasanton,CA,HS,877,Public
-121.9202486,37.67284516,Foothill High,4375 Foothill Rd,Pleasanton,CA,HS,889,Public
-121.8750307,37.65523643,Pleasanton Community Day,4645 Bernal Ave,Pleasanton,CA,HS,0,Public
-121.8750307,37.65523643,Village High,4645 Bernal Ave,Pleasanton,CA,ASAM,0,Public
-122.1860432,37.70428545,Garfield Elementary,13050 Aurora Drive,San Leandro,CA,ES,743,Public
-122.1605565,37.69548109,James Madison Elementary,14751 Juniper St,San Leandro,CA,ES,854,Public
-122.1358521,37.71250526,Jefferson Elementary,14300 Bancroft Ave,San Leandro,CA,ES,732,Public
-122.1474084,37.71893541,McKinley Elementary,2150 E. 14th St,San Leandro,CA,ES,746,Public
-122.1461223,37.69820604,Monroe Elementary,3750 Monterey Blvd,San Leandro,CA,ES,760,Public
-122.1467788,37.73630132,Roosevelt Elementary,951 Dowling Blvd,San Leandro,CA,ES,825,Public
-122.1567973,37.73250618,Washington Elementary,250 Dutton Ave,San Leandro,CA,ES,718,Public
-122.1654937,37.71542805,Wilson Elementary,1300 Williams Street,San Leandro,CA,ES,746,Public
-122.1484696,37.72906178,Bancroft Middle,1150 Bancroft Ave,San Leandro,CA,MS,697,Public
-122.1680658,37.71434887,John Muir Middle,1444 Williams St,San Leandro,CA,MS,720,Public
-122.1429747,37.71761341,San Leandro High,2200 Bancroft Ave,San Leandro,CA,HS,680,Public
-122.159783,37.70835039,Lincoln High (Continuation),2600 Teagarden St,San Leandro,CA,ASAM,0,Public
-122.146527,37.67155912,Bay Elementary,2001 Bockman Rd,San Lorenzo,CA,ES,799,Public
-122.1162558,37.68342118,Colonial Acres Elementary,17115 Meekland Ave,Hayward,CA,ES,690,Public
-122.1520973,37.69661802,Corvallis Elementary,14790 Corvallis Street,San Lorenzo,CA,ES,792,Public
-122.1566795,37.6884654,Dayton Elementary,1500 Dayton Avenue,San Lorenzo,CA,ES,807,Public
-122.1366345,37.66855539,Del Rey Elementary,1510 Via Sonya,San Lorenzo,CA,ES,729,Public
-122.1348448,37.6806063,Grant Elementary,879 Grant Avenue,San Lorenzo,CA,ES,812,Public
-122.1252671,37.69393426,Hesperian Elementary,620 Drew Street,San Lorenzo,CA,ES,739,Public
-122.1168475,37.7019999,Hillside Elementary,15980 Marcella Street,San Lorenzo,CA,ES,658,Public
-122.1195923,37.67479668,Lorenzo Manor Elementary,18250 Bengal Avenue,Hayward,CA,ES,751,Public
-122.1281899,37.67071376,Bohannon Middle,800 Bockman Rd,San Lorenzo,CA,MS,736,Public
-122.118747,37.695607,Edendale Middle,16160 Ashland Avenue,San Lorenzo,CA,MS,651,Public
-122.1499085,37.67436501,KIPP Summit Academy,2005 Via Barrett,San Lorenzo,CA,MS,817,Public
-122.1487473,37.68866355,Washington Manor Middle,1170 Fargo Avenue,San Lorenzo,CA,MS,775,Public
-122.1384241,37.68072322,Arroyo High,15701 Lorenzo Blvd,San Lorenzo,CA,HS,737,Public
-122.1499085,37.67436501,KIPP King Collegiate High,2005 Via Barrett,San Lorenzo,CA,HS,862,Public
-122.1220565,37.68682961,San Lorenzo High,50 E. Lewelling Blvd,San Lorenzo,CA,HS,654,Public
-122.1148529,37.6689421,East Bay Arts High,20450 Royal Avenue,Hayward,CA,Small Schools,0,Public
-122.1148529,37.6689421,Royal Sunset (Continuation),20450 Royal Avenue,Hayward,CA,ASAM,0,Public
-121.7939388,37.67273724,Livermore Valley Charter,543 Sonoma Avenue,Livermore,CA,,866,Public
-121.8847254,37.59298536,Sunol Glen Elementary,11601 Main Street,Sunol,CA,ES,887,Public
-121.9655744,37.56250734,California School for the Blind,500 Walnut Ave.,Fremont,CA,Spec School,0,Public
-121.9654395,37.55900897,California School for the Deaf,39350 Gallaudet Dr.,Fremont,CA,Spec School,0,Public
-121.9677508,37.56129325,"Diagnostic Center, Northern California",39100 Gallaudet Dr.,Fremont,CA,Spec School,0,Public
-122.2877925,37.77862341,East Bay Regional Occupation Center/Agency,"1900 Third St., Rm. 23",Alameda,CA,ROC/ROP,0,Public
-122.0986291,37.63453404,Eden Area ROP,26316 Hesperian Blvd,Hayward,CA,ROC/ROP,0,Public
-121.9835699,37.52803632,Mission Valley ROCP,5019 Stevenson Blvd,Fremont,CA,ROC/ROP,0,Public
-121.8131214,37.70044535,Tri-Valley ROP,"2600 Kitty Hawk Rd., Ste. 117",Livermore,CA,ROC/ROP,0,Public
-122.0720542,37.70787375,Alma Preschool,4400 Alma Ave,Castro Valley,CA,Preschool,0,Public
-122.2817131,37.83602714,Emeryville Preschool Students,4727 San Pablo Ave.,Emeryville,CA,Preschool,0,Public
-122.0698239,37.68791779,Special Education-Preschool-Laurel,2652 Vergil Ct.,Castro Valley,CA,Preschool,0,Public
-122.0394717,37.55052837,Whiteford (June) Special Education Preschool,35725 Cedar Blvd.,Newark,CA,Preschool,0,Public
-122.2590322,37.79622314,Infant and Preschool Program,1025 Second Ave.,Oakland,CA,Preschool,0,Public
-122.112038,37.71283801,Alameda County Juvenile Hall/Court,2500 Fairmont Ave.,San Leandro,CA,Juvenile Court Schools,0,Public
-122.0971812,37.65828513,Alameda County Community,313 West Winton Ave.,Hayward,CA,K-12,0,Public
-122.2456233,37.76526848,Alameda Adult,2250 Central Ave.,Alameda,CA,Adult,0,Public
-122.2943666,37.89767566,Albany Adult,601 San Gabriel Ave.,Albany,CA,Adult,0,Public
-122.2932964,37.8734839,Berkeley Adult,1701 San Pablo Ave.,Berkeley,CA,Adult,0,Public
-122.0715595,37.70786476,Castro Valley Adult and Career Education,4430 Alma Ave.,Castro Valley,CA,Adult,0,Public
-121.9306718,37.71637234,Dublin Adult Education,7471 Larkdale Ave.,Dublin,CA,Adult,0,Public
-121.9919965,37.53789289,Fremont Adult,4700 Calaveras Ave.,Fremont,CA,Adult,0,Public
-122.098863,37.6719908,Hayward Adult,22100 Princeton St.,Hayward,CA,Adult,0,Public
-121.7399795,37.67717089,Livermore Adult,1401 Almond Ave.,Livermore,CA,Adult,0,Public
-122.0259459,37.59246375,New Haven Adult,1800 H St.,Union City,CA,Adult,0,Public
-122.0387703,37.55055535,Newark Adult,35777 Cedar Blvd.,Newark,CA,Adult,0,Public
-122.1798649,37.7680294,Edward Shands Adult,2455 Church St.,Oakland,CA,Adult,0,Public
-122.2516308,37.79399283,Neighborhood Centers Adult Education,750 International Blvd.,Oakland,CA,Adult,0,Public
-122.2787364,37.81787882,Oakland Adult and Career Education,2607 Myrtle St.,Oakland,CA,Adult,0,Public
-122.2745635,37.83746605,Pleasant Valley Adult,920 53rd St.,Oakland,CA,Adult,0,Public
-122.2328773,37.82366783,Piedmont Adult Education,800 Magnolia Ave.,Piedmont,CA,Adult,0,Public
-121.8748688,37.65717897,Amador Valley Adult and Community Education,215 Abbie St.,Pleasanton,CA,Adult,0,Public
-122.1422552,37.71672308,San Leandro Adult,2255 Bancroft Ave,San Leandro,CA,Adult,0,Public
-122.1282708,37.67070477,San Lorenzo Adult,820 Bockman Rd.,San Lorenzo,CA,Adult,0,Public
-122.2437797,37.7686949,Alameda Christian,2226 Pacific Avenue,Alameda,CA,K-8,0,private
-122.2386716,37.72562637,Chinese American Schools - Alameda,"1501 Harbor Bay Parkway, Suite 200",Alameda,CA,9 to 12,0,private
-122.2399036,37.72725414,Chinese Christian Schools–Alameda,1801 North Loop Road,Alameda,CA,K-8,0,private
-122.2432671,37.73666105,Peter Pan Academy,3171 Mecartney Road,Alameda,CA,K-2,0,private
-122.2318727,37.75849659,Rising Star Montessori School,1421 High Street,Alameda,CA,K-5,0,private
-122.255345,37.76609586,St. Joseph Elementary,1910 San Antonio Avenue,Alameda,CA,K-8,0,private
-122.2552461,37.7652415,St. Joseph Notre Dame High School,1011 Chestnut Street,Alameda,CA,9 to 12,0,private
-122.2332307,37.75727351,St. Philip Neri Elementary,1335 High Street,Alameda,CA,K-8,0,private
-122.2947983,37.89064296,Tilden Preparatory School,1231 Solano Avenue,Albany,CA,6  to 12,0,private
-122.2548773,37.8612801,"Academy, The",2722 Benvenue Avenue,Berkeley,CA,K-8,0,private
-122.2708943,37.84716974,American International Montessori School,3339 Martin Luther King Jr. Way,Berkeley,CA,K-7,0,private
-122.2744466,37.86688288,Berkwood Hedge,1809 Bancroft Way,Berkeley,CA,K-5,0,private
-122.2963361,37.86782716,Black Pine Circle School,2027 Seventh Street,Berkeley,CA,K-8,0,private
-122.2834128,37.87890681,"Crowden School, The",1475 Rose Street,Berkeley,CA,4 to 8,0,private
-122.2894023,37.85413049,Ecole Bilingue De Berkeley,1009 Heinz Avenue,Berkeley,CA,K-8,0,private
-122.263331,37.868052,Global Montessori International School,2314 Bancroft Way,Berkeley,CA,K-6,0,private
-122.2532586,37.86092936,Maybeck High School,2727 College Avenue,Berkeley,CA,9 to 12,0,private
-122.2624676,37.87550737,Montessori Family School,1850 Scenic Avenue,Berkeley,CA,K,0,private
-122.2839165,37.88193753,Saint Mary's College High School,1294 Albina Avenue,Berkeley,CA,9 to 12,0,private
-122.2720364,37.88492328,School of the Madeleine,1225 Milvia Street,Berkeley,CA,K-8,0,private
-122.2862097,37.86967077,The Berkeley School,1310 University Avenue,Berkeley,CA,K-8,0,private
-122.2735473,37.86415793,Walden Center and School,2446 McKinley Avenue,Berkeley,CA,K-6,0,private
-122.2808408,37.87074097,West-Wind Academy,1551 University Avenue,Berkeley,CA,1 to 12,0,private
-122.0983938,37.69690078,Camelot School,2330 Pomar Vista,Castro Valley,CA,K-5,0,private
-122.0831068,37.7015695,Our Lady of Grace,3427 Somerset Avenue,Castro Valley,CA,K-8,0,private
-122.0738168,37.70569739,Redwood Christian–Redwood Elementary,19300 Redwood Road,Castro Valley,CA,K-5,0,private
-122.0935839,37.71706482,Vita Academy,17524 Kingston Way,Castro Valley,CA,1 to 6,0,private
-121.8712108,37.72786546,"Quarry Lane School, The",6363 Tassjara Road,Dublin,CA,K-12,0,private
-121.9368231,37.7233241,St. Philip Lutheran,8850 Davona Drive,Dublin,CA,K-8,0,private
-121.9407711,37.71366538,St. Raymond,11557 Shannon Avenue,Dublin,CA,K-8,0,private
-121.954261,37.70388975,Valley Christian Elementary School,7500 Inspiration Drive,Dublin,CA,K-6,0,private
-121.954261,37.70388975,Valley Christian Junior / Senior High School,7500 Inspiration Drive,Dublin,CA,7 to 12,0,private
-122.2869382,37.83787075,Pacific Rim International School,5521 Doyle Street,Emeryville,CA,K-6,0,private
-121.914493,37.53196636,Alsion Montessori Middle / High,750 Witherly Lane,Fremont,CA,7 to 12,0,private
-122.020559,37.56526825,Bethel Christian Academy,36060 Fremont Boulevard,Fremont,CA,K-8,0,private
-121.9548455,37.55952159,Christian Community Schools,39700 Mission Boulevard,Fremont,CA,K-8,0,private
-121.9198349,37.5331085,Dominican Kindergarten,43326 Mission Boulevard,Fremont,CA,K-2,0,private
-122.019228,37.55072622,Fremont Christian School,4760 Thornton Avenue,Fremont,CA,K-12,0,private
-122.0037866,37.55768697,Holy Spirit Elementary,3930 Parish Avenue,Fremont,CA,K-8,0,private
-121.9412568,37.54869375,Mission Hills Christian School,225 Driscoll Road,Fremont,CA,K-8,0,private
-121.9208871,37.53343225,Montessori School of Fremont,155 Washington Boulevard,Fremont,CA,K-6,0,private
-121.9929318,37.56143714,New Horizons,2550 Peralta Boulevard,Fremont,CA,K-8,0,private
-121.9685422,37.53857638,Our Lady of Guadalupe,40374 Fremont Boulevard,Fremont,CA,K-8,0,private
-122.0553538,37.58034988,Peace Terrace Academy,33330 Peace Terrace,Fremont,CA,K-8,0,private
-121.9948833,37.55173346,Prince of Peace Lutheran,38451 Fremont Boulevard,Fremont,CA,K-8,0,private
-121.9463919,37.52043705,Scholars' Planet,43140 Osgood Road,Fremont,CA,K-6,0,private
-121.9202216,37.53466433,St. Joseph Elementary,43222 Mission Boulevard,Fremont,CA,1 to 8,0,private
-121.9811777,37.5206349,Stratford School,5301 Curtis Street,Fremont,CA,K-6,0,private
-122.076281,37.67231456,All Saints Catholic School,22870 Second Street,Hayward,CA,K-8,0,private
-122.1315803,37.64297867,"Anchor Education, Inc.",2730 Cavanagh Court,Hayward,CA,6 to 12,0,private
-122.0810654,37.64252002,Bayside Seventh-Day Adventist Christian,26400 Gading Road,Hayward,CA,K-8,0,private
-122.0946991,37.65542529,Grace Academy,380 Elmhurst Street,Hayward,CA,K-3,0,private
-122.102784,37.63768166,Lea's Christian,26236 Adrian Avenue,Hayward,CA,K-4,0,private
-122.0829629,37.64826668,Montessori Children's House of Hayward,166 West Harder Road,Hayward,CA,K-3,0,private
-122.060345,37.64314055,Moreau Catholic High School,27170 Mission Boulevard,Hayward,CA,9 to 12,0,private
-122.0830799,37.65656743,Northstar School,24823 Soto Road,Hayward,CA,K-7,0,private
-122.0794556,37.63811334,St. Bede Catholic,26910 Patrick,Hayward,CA,K-8,0,private
-122.0571434,37.64303263,St. Clement Catholic,790 Calhoun Street,Hayward,CA,K-8,0,private
-122.1165256,37.66354617,St. Joachim's Elementary,21250 Hesperian Boulevard,Hayward,CA,K-8,0,private
-121.7347634,37.70932166,Celebration Academy,1135 Bluebell Drive,Livermore,CA,1 to 12,0,private
-121.7532535,37.67213469,Our Savior Lutheran,1385 South Livermore Avenue,Livermore,CA,K-8,0,private
-121.7721303,37.68334924,Sonrise Christian Academy,164 North L Street,Livermore,CA,1 to 12,0,private
-121.7636946,37.68285461,St. Michael Elementary,345 Church Street,Livermore,CA,K-8,0,private
-121.7678585,37.65915747,Sunset Christian School,2200 Arroyo Road,Livermore,CA,K-3,0,private
-121.7436128,37.67976094,Vine and Branches Christian Schools,4303 East Avenue,Livermore,CA,1 to 12,0,private
-122.0270161,37.6060615,Mission Hills Middle School,725 Whipple Road,Union City,CA,1 to 8,0,private
-122.0253614,37.60463158,Our Lady of the Rosary,678 B Street,Union City,CA,K-8,0,private
-122.0225375,37.59973027,Purple Lotus Buddhist School,33615 Ninth Street,Union City,CA,3 to 12,0,private
-122.0341927,37.59096188,Union City Christian School,33700 Alvarado Niles Road,Union City,CA,K-12,0,private
-121.9976443,37.52157919,Challenger - Newark,39600 Cedar Boulevard,Newark,CA,K,0,private
-122.0519903,37.5478304,Challenger–Ardenwood,35487 Dumbarton Court,Newark,CA,K-8,0,private
-122.0282572,37.53943973,St. Edward Parish,5788 Thornton Avenue,Newark,CA,K-8,0,private
-122.0097581,37.5321822,Stellar Academy for Dyslexics,38325 Cedar Boulevard,Newark,CA,2 to 8,0,private
-122.1978693,37.75892826,Acts Christian Academy,1034 66th Avenue,Oakland,CA,K-8,0,private
-122.2347505,37.78285922,Agnes Memorial Christian Academy,2372 International Boulevard,Oakland,CA,K-12,0,private
-122.2317108,37.83984926,Aurora School,40 Dulwich Road,Oakland,CA,K-5,0,private
-122.2417383,37.78060192,Beacon School,2101 Livingston Street,Oakland,CA,K-8,0,private
-122.232835,37.85172031,Bentley,1 Hiller Drive,Oakland,CA,K-8,0,private
-122.1562577,37.75342441,Bishop O'Dowd High School,9500 Stearns Avenue,Oakland,CA,9 to 12,0,private
-122.2618741,37.82329274,Bridgemount Academy,3612 Webster Street,Oakland,CA,K-5,0,private
-122.1760068,37.76634767,Candell's College Preparatory School,2544-73rd Avenue,Oakland,CA,K-12,0,private
-122.2265217,37.84794315,"College Preparatory, The",6100 Broadway Street,Oakland,CA,9 to 12,0,private
-122.1901711,37.76052006,Dr. Herbert Guice Christian Academy,6925 International Boulevard,Oakland,CA,K-6,0,private
-122.2569458,37.850803,Escuela Bilingüe Internacional,410 Alcatraz Avenue,Oakland,CA,K-3,0,private
-122.2505246,37.81679963,Grand Lake Montessori,466 Chetwood Street,Oakland,CA,K,0,private
-122.2007741,37.81030653,Growing Light Montessori,4700 Lincoln Avenue,Oakland,CA,K-3,0,private
-122.2047581,37.80821111,Head-Royce School,4315 Lincoln Avenue,Oakland,CA,K-12,0,private
-122.2313421,37.83887799,Holy Names High School,4660 Harbord Drive,Oakland,CA,9 to 12,0,private
-122.1730031,37.75096027,Ile Omode,8924 Holly Street,Oakland,CA,K-8,0,private
-122.187743,37.78267036,Julia Morgan School For Girls,5000 MacArthur Boulevard,Oakland,CA,6 to 8,0,private
-122.187743,37.78267036,Mills College Children's School,5000 MacArthur Boulevard,Oakland,CA,K-3,0,private
-122.2012508,37.77249004,Muhammad University of Islam,5277 Foothill Boulevard,Oakland,CA,K-12,0,private
-122.1459335,37.75669794,Northern Light,3710 Dorisa Avenue,Oakland,CA,K-8,0,private
-122.1703231,37.79776998,Oakland Hebrew Day,5500 Redwood Road,Oakland,CA,K-8,0,private
-122.2625396,37.87637972,Pacific Boychoir Academy,2401 Le Conte Avenue,Oakland,CA,4 to 8,0,private
-122.2584117,37.83211509,Park Day,370 43rd Street,Oakland,CA,K-8,0,private
-122.2192822,37.78614174,Patten Academy of Christian Education,2433 Coolidge Avenue,Oakland,CA,K-12,0,private
-122.2976941,37.80578294,Pentecostal Way of Truth School Academy,1575 Seventh Street,Oakland,CA,K-12,0,private
-122.2212427,37.79812071,Redwood Day School,3245 Sheffield Avenue,Oakland,CA,K-8,0,private
-122.2225737,37.77883026,Saint Elizabeth High,1530 34th Avenue,Oakland,CA,9 to 12,0,private
-122.216872,37.79715844,Saint Jarlath School,2634 Pleasant Street,Oakland,CA,K-8,0,private
-122.2507315,37.82871565,Saint Leo the Great School,4238 Howe Street,Oakland,CA,K-8,0,private
-122.2863266,37.8046408,"Saint Vincent's Day Home, Inc.",1086 Eighth Street,Oakland,CA,K,0,private
-122.2741498,37.81694352,St. Andrew M.B.C. Private P. C. P. C.,2624 West Street,Oakland,CA,K-12,0,private
-122.2443283,37.78990091,St. Anthony School,1500 East 15th Street,Oakland,CA,K-8,0,private
-122.1955131,37.76500768,St. Bernard,1630 62nd Avenue,Oakland,CA,K-8,0,private
-122.2235899,37.7793069,St. Elizabeth Elementary,1516 33rd Avenue,Oakland,CA,K-8,0,private
-122.1928871,37.78856092,St. Lawrence O'Toole Elementary,3695 High Street,Oakland,CA,K-8,0,private
-122.2692395,37.83060423,St. Martin De Porres,675 41st Street,Oakland,CA,K-8,0,private
-122.2600035,37.81134974,St. Paul's Episcopal,116 Montecito Avenue,Oakland,CA,K-8,0,private
-122.2300651,37.83613506,St. Theresa School,4850 Clarewood,Oakland,CA,K-8,0,private
-122.2662628,37.80254538,Starlite School,246 14th Street,Oakland,CA,K,0,private
-122.213723,37.813872,Corpus Christi Elementary,One Estates Drive,Piedmont,CA,K-8,0,private
-122.2113189,37.81837335,Zion Lutheran,5201 Park Boulevard,Piedmont,CA,K-8,0,private
-121.8985839,37.69075066,Carden West,4576 Willow Road,Pleasanton,CA,K-6,0,private
-121.8677642,37.69150609,Hacienda School,3800 Stoneridge Drive,Pleasanton,CA,1 to 8,0,private
-121.8903821,37.67372649,Hillview Christian Academy,5492 Greenfield Way,Pleasanton,CA,1 to 12,0,private
-121.8734749,37.65963411,Lighthouse Baptist School,118 Neal Street,Pleasanton,CA,K-12,0,private
-121.8650212,37.67262032,"Quarry Lane, The",3750 Boulder Street,Pleasanton,CA,K,0,private
-122.1368593,37.71978077,Assumption,1851 136th Avenue,San Leandro,CA,K-8,0,private
-122.117389,37.70182131,International Bible Baptist Academy,15963 Marcella Street,San Leandro,CA,K-12,0,private
-122.1501333,37.71512228,"Principled Academy, The",2305 Washington Avenue,San Leandro,CA,K-8,0,private
-122.1596032,37.72444825,St. Leander,451 Davis Street,San Leandro,CA,K-8,0,private
-122.1265801,37.67429306,Calvary Lutheran Elementary,17200 Via Magdalena,San Lorenzo,CA,K-8,0,private
-122.1416198,37.68778634,Chinese Christian Schools–San Leandro,750 Fargo Avenue,San Lorenzo,CA,K-12,0,private
-122.1349707,37.67648741,Redwood Christian Junior–Senior,1000 Paseo Grande,San Lorenzo,CA,6 to 12,0,private
