zip,city,state,county,lat,lon
27706,Durham,NC,Durham,35.997043,-78.94223
27707,Durham,NC,Durham,35.94816,-78.941599
27708,Durham,NC,Durham,36.028685,-78.92398
27709,Durham,NC,Durham,36.051155,-78.857651
27710,Durham,NC,Durham,36.051155,-78.857651
27711,Durham,NC,Durham,36.051155,-78.857651
27712,Durham,NC,Durham,36.091848,-78.908043
27713,Durham,NC,Durham,35.911215,-78.917768
27715,Durham,NC,Durham,36.051155,-78.857651
27717,Durham,NC,Durham,36.051155,-78.857651
27722,Durham,NC,Durham,36.051155,-78.857651
27801,Rocky Mount,NC,Edgecombe,35.949051,-77.641181
27802,Rocky Mount,NC,Edgecombe,35.935563,-77.78077
27803,Rocky Mount,NC,Nash,35.902088,-77.874947
27804,Rocky Mount,NC,Nash,35.941739,-77.939841
27805,Aulander,NC,Bertie,36.169398,-77.097225
27806,Aurora,NC,Beaufort,35.373666,-76.861978
27807,Bailey,NC,Nash,35.800198,-78.10562
27808,Bath,NC,Beaufort,35.469911,-76.756914
27809,Battleboro,NC,Edgecombe,36.006705,-77.707389
27810,Belhaven,NC,Beaufort,35.445752,-76.639119
27811,Bellarthur,NC,Pitt,35.584685,-77.513357
27812,Bethel,NC,Pitt,35.757803,-77.39351
27813,Black Creek,NC,Wilson,35.616471,-77.935161
27814,Blounts Creek,NC,Beaufort,35.500693,-76.977521
27816,Castalia,NC,Nash,36.09786,-78.03876
27817,Chocowinity,NC,Beaufort,35.460458,-77.063047
27818,Como,NC,Hertford,36.491011,-77.031055
27819,Conetoe,NC,Edgecombe,35.817763,-77.453286
27820,Conway,NC,Northampton,36.450554,-77.452452
27821,Edward,NC,Beaufort,35.327785,-76.872371
27822,Elm City,NC,Wilson,35.787273,-77.856015
27823,Enfield,NC,Halifax,36.279884,-77.723443
27824,Engelhard,NC,Hyde,35.325223,-76.028472
27825,Everetts,NC,Martin,35.866711,-77.084958
27826,Fairfield,NC,Hyde,35.510544,-76.179248
27827,Falkland,NC,Pitt,35.693518,-77.511147
27828,Farmville,NC,Pitt,35.663061,-77.456086
27829,Fountain,NC,Pitt,35.687351,-77.59113
27830,Fremont,NC,Wayne,35.469355,-77.979026
27831,Garysburg,NC,Northampton,36.482084,-77.568112
27832,Gaston,NC,Northampton,36.417965,-77.441731
27833,Greenville,NC,Pitt,35.580444,-77.392609
27834,Greenville,NC,Pitt,35.631003,-77.381019
27835,Greenville,NC,Pitt,35.588523,-77.353092
27836,Greenville,NC,Pitt,35.580444,-77.392609
27837,Grimesland,NC,Pitt,35.506325,-77.214568
27838,Gumberry,NC,Northampton,36.356129,-77.483072
27839,Halifax,NC,Halifax,36.33719,-77.629192
27840,Hamilton,NC,Martin,35.963174,-77.223554
27841,Hassell,NC,Martin,35.906104,-77.273825
27842,Henrico,NC,Northampton,36.525838,-77.8555
27843,Hobgood,NC,Halifax,36.059381,-77.406093
27844,Hollister,NC,Halifax,36.237677,-77.706792
27845,Jackson,NC,Northampton,36.374826,-77.370513
27846,Jamesville,NC,Martin,35.805568,-76.997456
27847,Kelford,NC,Bertie,36.187122,-77.189818
27849,Lewiston Woodville,NC,Bertie,36.093332,-77.143875
27850,Littleton,NC,Halifax,36.376924,-77.709017
27851,Lucama,NC,Wilson,35.674077,-78.026484
27852,Macclesfield,NC,Edgecombe,35.750972,-77.670582
27853,Margarettsville,NC,Northampton,36.356129,-77.483072
27854,Milwaukee,NC,Northampton,36.363144,-77.386748
27855,Murfreesboro,NC,Hertford,36.449543,-77.052051
27856,Nashville,NC,Nash,36.02049,-77.982782
27857,Oak City,NC,Martin,35.970377,-77.251106
27858,Greenville,NC,Pitt,35.616949,-77.402789
27860,Pantego,NC,Beaufort,35.610477,-76.717723
27861,Parmele,NC,Martin,35.819037,-77.314288
27862,Pendleton,NC,Northampton,36.356129,-77.483072
27863,Pikeville,NC,Wayne,35.488295,-77.972713
27864,Pinetops,NC,Edgecombe,35.793,-77.633263
27865,Pinetown,NC,Beaufort,35.574633,-76.776212
27866,Pleasant Hill,NC,Northampton,36.5044,-77.55694
27867,Potecasi,NC,Northampton,36.356129,-77.483072
27868,Red Oak,NC,Nash,36.054832,-77.911635
27869,Rich Square,NC,Northampton,36.31037,-77.318446
27870,Roanoke Rapids,NC,Halifax,36.303962,-77.641063
27871,Robersonville,NC,Martin,35.834564,-77.248489
27872,Roxobel,NC,Bertie,36.216644,-77.222348
27873,Saratoga,NC,Wilson,35.649494,-77.791845
27874,Scotland Neck,NC,Halifax,36.23245,-77.608355
27875,Scranton,NC,Hyde,35.471657,-76.495091
27876,Seaboard,NC,Northampton,36.490454,-77.442173
27877,Severn,NC,Northampton,36.356129,-77.483072
27878,Sharpsburg,NC,Nash,35.865387,-77.838886
27879,Simpson,NC,Pitt,35.567478,-77.280169
27880,Sims,NC,Wilson,35.738821,-78.10039
27881,Speed,NC,Edgecombe,35.915927,-77.585471
27882,Spring Hope,NC,Nash,35.94476,-78.093002
27883,Stantonsburg,NC,Wilson,35.656386,-77.805965
27884,Stokes,NC,Pitt,35.711302,-77.266682
27885,Swanquarter,NC,Hyde,35.465559,-76.271685
27886,Tarboro,NC,Edgecombe,35.928437,-77.581631
27887,Tillery,NC,Halifax,36.235198,-77.502602
27888,Walstonburg,NC,Greene,35.609289,-77.713073
27889,Washington,NC,Beaufort,35.519268,-76.8892
27890,Weldon,NC,Halifax,36.389174,-77.750353
27891,Whitakers,NC,Nash,36.124661,-77.825049
27892,Williamston,NC,Martin,35.821205,-77.102193
27893,Wilson,NC,Wilson,35.723264,-77.925269
27894,Wilson,NC,Wilson,35.715778,-77.904283
27895,Wilson,NC,Wilson,35.719923,-77.926691
27896,Wilson,NC,Wilson,35.771467,-77.973007
27897,Woodland,NC,Northampton,36.393691,-77.313667
27906,Elizabeth City,NC,Pasquotank,36.285388,-76.213284
27907,Elizabeth City,NC,Pasquotank,36.285026,-76.255312
27909,Elizabeth City,NC,Pasquotank,36.293633,-76.271958
27910,Ahoskie,NC,Hertford,36.339311,-76.990498
27915,Avon,NC,Dare,35.776474,-75.635823
27916,Aydlett,NC,Currituck,36.307995,-75.918814
27917,Barco,NC,Currituck,36.370898,-75.989967
27919,Belvidere,NC,Perquimans,36.257499,-76.544379
27920,Buxton,NC,Dare,35.252534,-75.572155
27921,Camden,NC,Camden,36.389961,-76.199736
27922,Cofield,NC,Hertford,36.360803,-76.905529
27923,Coinjock,NC,Currituck,36.383368,-75.954658
27924,Colerain,NC,Bertie,36.152409,-76.852518
27925,Columbia,NC,Tyrrell,35.936934,-76.203339
27926,Corapeake,NC,Gates,36.520104,-76.59285
27927,Corolla,NC,Currituck,36.391941,-75.825512
27928,Creswell,NC,Washington,35.829692,-76.567703
27929,Currituck,NC,Currituck,36.439774,-76.005478
27930,Durants Neck,NC,Perquimans,36.198539,-76.373908
27932,Edenton,NC,Chowan,36.135621,-76.580107
27935,Eure,NC,Gates,36.416392,-76.797951
27936,Frisco,NC,Dare,35.233846,-75.614493
27937,Gates,NC,Gates,36.493521,-76.815386
27938,Gatesville,NC,Gates,36.422539,-76.714802
27939,Grandy,NC,Currituck,36.293128,-75.975578
27941,Harbinger,NC,Currituck,36.157985,-75.833856
27942,Harrellsville,NC,Hertford,36.274551,-76.786498
27943,Hatteras,NC,Dare,35.692774,-75.713785
27944,Hertford,NC,Perquimans,36.168529,-76.373128
27946,Hobbsville,NC,Gates,36.365847,-76.625361
27947,Jarvisburg,NC,Currituck,36.171411,-75.862128
27948,Kill Devil Hills,NC,Dare,35.772912,-75.634892
27949,Kitty Hawk,NC,Dare,36.083688,-75.696557
27950,Knotts Island,NC,Currituck,36.427047,-75.976651
27953,Manns Harbor,NC,Dare,35.823791,-75.846714
27954,Manteo,NC,Dare,35.950867,-75.681122
27956,Maple,NC,Currituck,36.401953,-75.997651
27957,Merry Hill,NC,Bertie,36.113612,-76.912879
27958,Moyock,NC,Currituck,36.399081,-76.064702
27959,Nags Head,NC,Dare,36.02153,-75.661879
27960,Ocracoke,NC,Hyde,35.355633,-76.187429
27962,Plymouth,NC,Washington,35.818681,-76.609454
27964,Point Harbor,NC,Currituck,36.084092,-75.804485
27965,Poplar Branch,NC,Currituck,36.273673,-75.909652
27966,Powells Point,NC,Currituck,36.201721,-75.865772
27967,Powellsville,NC,Bertie,36.164672,-76.967234
27968,Rodanthe,NC,Dare,35.692774,-75.713785
27969,Roduco,NC,Gates,36.424152,-76.702125
27970,Roper,NC,Washington,35.835272,-76.554122
27972,Salvo,NC,Dare,35.554569,-75.469319
27973,Shawboro,NC,Currituck,36.400991,-76.09242
27974,Shiloh,NC,Camden,36.239776,-76.022486
27976,South Mills,NC,Camden,36.455346,-76.280026
27978,Stumpy Point,NC,Dare,35.698493,-75.772775
27979,Sunbury,NC,Gates,36.434329,-76.620014
27980,Tyner,NC,Chowan,36.249278,-76.630775
27981,Wanchese,NC,Dare,35.862175,-75.643747
27982,Waves,NC,Dare,35.559564,-75.465858
27983,Windsor,NC,Bertie,36.039911,-76.936954
27985,Winfall,NC,Perquimans,36.219345,-76.466689
27986,Winton,NC,Hertford,36.418251,-76.954858
28001,Albemarle,NC,Stanly,35.319817,-80.253448
28002,Albemarle,NC,Stanly,35.264179,-80.108188
28006,Alexis,NC,Gaston,35.365255,-81.087967
28007,Ansonville,NC,Anson,35.021874,-80.085232
28009,Badin,NC,Stanly,35.41569,-80.159356
28010,Barium Springs,NC,Iredell,35.719228,-80.89909
28012,Belmont,NC,Gaston,35.278438,-81.197088
28016,Bessemer City,NC,Gaston,35.319564,-81.234751
28017,Boiling Springs,NC,Cleveland,35.254876,-81.691402
28018,Bostic,NC,Rutherford,35.440832,-81.789415
28019,Caroleen,NC,Rutherford,35.316793,-81.831944
28020,Casar,NC,Cleveland,35.519973,-81.627064
28021,Cherryville,NC,Gaston,35.306707,-81.236958
28023,China Grove,NC,Rowan,35.571468,-80.596523
28024,Cliffside,NC,Rutherford,35.241615,-81.775456
28025,Concord,NC,Cabarrus,35.371633,-80.562141
28026,Concord,NC,Cabarrus,35.346285,-80.541088
28027,Concord,NC,Cabarrus,35.410688,-80.658405
28031,Cornelius,NC,Mecklenburg,35.473286,-80.872585
28032,Cramerton,NC,Gaston,35.314194,-81.134336
28033,Crouse,NC,Lincoln,35.435922,-81.33848
28034,Dallas,NC,Gaston,35.349898,-81.221463
28036,Davidson,NC,Mecklenburg,35.283427,-80.844594
28037,Denver,NC,Lincoln,35.486134,-81.0553
28038,Earl,NC,Cleveland,35.196998,-81.538645
28039,East Spencer,NC,Rowan,35.677889,-80.44593
28040,Ellenboro,NC,Rutherford,35.382054,-81.774
28041,Faith,NC,Rowan,35.58167,-80.45806
28042,Fallston,NC,Cleveland,35.373884,-81.543706
28043,Forest City,NC,Rutherford,35.325025,-81.846013
28052,Gastonia,NC,Gaston,35.267916,-81.178725
28053,Gastonia,NC,Gaston,35.275073,-81.213369
28054,Gastonia,NC,Gaston,35.249452,-81.133003
28055,Gastonia,NC,Gaston,35.284018,-81.189693
28056,Gastonia,NC,Gaston,35.242038,-81.169072
28070,Huntersville,NC,Mecklenburg,35.462187,-80.898668
28071,Gold Hill,NC,Rowan,35.547494,-80.310215
28072,Granite Quarry,NC,Rowan,35.610921,-80.436124
28073,Grover,NC,Cleveland,35.204027,-81.471909
28074,Harris,NC,Rutherford,35.224743,-81.885081
28075,Harrisburg,NC,Cabarrus,35.353672,-80.672368
28076,Henrietta,NC,Rutherford,35.226581,-81.795027
28077,High Shoals,NC,Gaston,35.404157,-81.194174
28078,Huntersville,NC,Mecklenburg,35.401071,-80.869457
28079,Indian Trail,NC,Union,35.115644,-80.597878
28080,Iron Station,NC,Lincoln,35.472855,-81.106202
28081,Kannapolis,NC,Cabarrus,35.462981,-80.672531
28082,Kannapolis,NC,Cabarrus,35.346285,-80.541088
28083,Kannapolis,NC,Cabarrus,35.476586,-80.571498
28086,Kings Mountain,NC,Cleveland,35.296207,-81.491436
28088,Landis,NC,Rowan,35.545428,-80.608038
28089,Lattimore,NC,Cleveland,35.308726,-81.661675
28090,Lawndale,NC,Cleveland,35.433739,-81.569729
28091,Lilesville,NC,Anson,34.967043,-79.98678
28092,Lincolnton,NC,Lincoln,35.485145,-81.181799
28093,Lincolnton,NC,Lincoln,35.484822,-81.239543
28097,Locust,NC,Stanly,35.262131,-80.424512
28098,Lowell,NC,Gaston,35.262444,-81.097965
28101,Mc Adenville,NC,Gaston,35.26749,-81.09104
28102,Mc Farlan,NC,Anson,34.813634,-79.97756
28103,Marshville,NC,Union,34.997268,-80.364223
28104,Matthews,NC,Mecklenburg,35.089042,-80.704424
28105,Matthews,NC,Mecklenburg,35.114887,-80.704991
28106,Matthews,NC,Mecklenburg,35.26002,-80.804151
28107,Midland,NC,Cabarrus,35.250608,-80.535601
28108,Mineral Springs,NC,Union,34.916253,-80.640383
28109,Misenheimer,NC,Stanly,35.480124,-80.270445
28110,Monroe,NC,Union,35.074176,-80.527827
28111,Monroe,NC,Union,35.011204,-80.558743
28112,Monroe,NC,Union,34.901591,-80.527201
28114,Mooresboro,NC,Cleveland,35.256702,-81.700869
28115,Mooresville,NC,Iredell,35.688136,-80.819825
28117,Mooresville,NC,Iredell,35.583962,-80.868463
28119,Morven,NC,Anson,34.921646,-80.135131
28120,Mount Holly,NC,Gaston,35.318697,-81.026738
28123,Mount Mourne,NC,Iredell,35.529792,-80.947028
28124,Mount Pleasant,NC,Cabarrus,35.416779,-80.416474
28125,Mount Ulla,NC,Rowan,35.656287,-80.701616
28126,Newell,NC,Mecklenburg,35.276794,-80.716495
28127,New London,NC,Stanly,35.44125,-80.225068
28128,Norwood,NC,Stanly,35.30281,-80.196863
28129,Oakboro,NC,Stanly,35.240666,-80.319154
28130,Paw Creek,NC,Mecklenburg,35.26002,-80.804151
28133,Peachland,NC,Anson,35.011107,-80.255799
28134,Pineville,NC,Mecklenburg,35.07854,-80.891141
28135,Polkton,NC,Anson,35.023262,-80.210985
28136,Polkville,NC,Cleveland,35.396126,-81.630272
28137,Richfield,NC,Stanly,35.454142,-80.283764
28138,Rockwell,NC,Rowan,35.541642,-80.455915
28139,Rutherfordton,NC,Rutherford,35.339729,-82.004874
28144,Salisbury,NC,Rowan,35.680441,-80.45316
28145,Salisbury,NC,Rowan,35.682683,-80.477116
28146,Salisbury,NC,Rowan,35.618694,-80.402235
28147,Salisbury,NC,Rowan,35.681714,-80.561516
28150,Shelby,NC,Cleveland,35.312012,-81.556777
28151,Shelby,NC,Cleveland,35.233125,-81.574711
28152,Shelby,NC,Cleveland,35.329336,-81.580919
28159,Spencer,NC,Rowan,35.691689,-80.432679
28160,Spindale,NC,Rutherford,35.354511,-81.9211
28163,Stanfield,NC,Stanly,35.258365,-80.415177
28164,Stanley,NC,Gaston,35.329185,-81.057419
28166,Troutman,NC,Iredell,35.679407,-80.898817
28167,Union Mills,NC,Rutherford,35.486941,-81.975821
28168,Vale,NC,Lincoln,35.521229,-81.418729
28169,Waco,NC,Cleveland,35.35289,-81.425111
28170,Wadesboro,NC,Anson,34.924469,-80.05003
28173,Waxhaw,NC,Union,34.925105,-80.72775
28174,Wingate,NC,Union,34.964812,-80.427656
28201,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28202,Charlotte,NC,Mecklenburg,35.226192,-80.843493
28203,Charlotte,NC,Mecklenburg,35.208992,-80.856343
28204,Charlotte,NC,Mecklenburg,35.215342,-80.828706
28205,Charlotte,NC,Mecklenburg,35.325959,-80.827444
28206,Charlotte,NC,Mecklenburg,35.250841,-80.820091
28207,Charlotte,NC,Mecklenburg,35.195393,-80.826393
28208,Charlotte,NC,Mecklenburg,35.209125,-80.92175
28209,Charlotte,NC,Mecklenburg,35.174351,-80.853396
28210,Charlotte,NC,Mecklenburg,35.156753,-80.851319
28211,Charlotte,NC,Mecklenburg,35.169586,-80.79076
28212,Charlotte,NC,Mecklenburg,35.186185,-80.749617
28213,Charlotte,NC,Mecklenburg,35.283599,-80.763757
28214,Charlotte,NC,Mecklenburg,35.279945,-80.864057
28215,Charlotte,NC,Mecklenburg,35.246597,-80.788726
28216,Charlotte,NC,Mecklenburg,35.298775,-80.895731
28217,Charlotte,NC,Mecklenburg,35.133618,-80.963642
28218,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28219,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28220,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28221,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28222,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28223,Charlotte,NC,Mecklenburg,35.304093,-80.726687
28224,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28225,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28226,Charlotte,NC,Mecklenburg,35.108637,-80.82747
28227,Charlotte,NC,Mecklenburg,35.136591,-80.711197
28228,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28229,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28230,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28231,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28232,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28233,Charlotte,NC,Mecklenburg,35.489411,-80.825368
28234,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28235,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28236,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28237,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28240,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28241,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28242,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28243,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28244,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28246,Charlotte,NC,Mecklenburg,35.227542,-80.842543
28247,Charlotte,NC,Mecklenburg,35.065595,-80.851149
28250,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28253,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28254,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28255,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28256,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28258,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28260,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28261,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28262,Charlotte,NC,Mecklenburg,35.318311,-80.747559
28265,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28266,Charlotte,NC,Mecklenburg,35.284459,-80.858155
28269,Charlotte,NC,Mecklenburg,35.331981,-80.798583
28270,Charlotte,NC,Mecklenburg,35.112999,-80.762565
28271,Charlotte,NC,,,
28272,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28273,Charlotte,NC,Mecklenburg,35.128678,-80.933793
28274,Charlotte,NC,Mecklenburg,35.187943,-80.831693
28275,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28277,Charlotte,NC,Mecklenburg,35.055216,-80.819488
28278,Charlotte,NC,Mecklenburg,35.20724,-80.956766
28280,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28281,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28282,Charlotte,NC,Mecklenburg,35.224242,-80.844743
28283,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28284,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28285,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28286,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28287,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28288,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28289,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28290,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28296,Charlotte,NC,Mecklenburg,35.225242,-80.845843
28297,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28299,Charlotte,NC,Mecklenburg,35.26002,-80.804151
28301,Fayetteville,NC,Cumberland,35.053416,-78.781027
28302,Fayetteville,NC,Cumberland,35.034307,-78.908828
28303,Fayetteville,NC,Cumberland,35.074168,-78.964952
28304,Fayetteville,NC,Cumberland,35.020629,-78.99091
28305,Fayetteville,NC,Cumberland,35.050713,-78.906552
28306,Fayetteville,NC,Cumberland,34.942986,-78.884801
28307,Fort Bragg,NC,Cumberland,35.140193,-78.987942
28308,Pope A F B,NC,Cumberland,35.173377,-79.013799
28309,Fayetteville,NC,Cumberland,35.039726,-78.842868
28310,Fort Bragg,NC,Cumberland,35.050612,-78.80384
28311,Fayetteville,NC,Cumberland,35.156447,-78.912281
28314,Fayetteville,NC,Cumberland,35.05425,-79.011328
28315,Aberdeen,NC,Moore,35.203802,-79.517795
28318,Autryville,NC,Sampson,35.066726,-78.590479
28319,Barnesville,NC,Robeson,34.595364,-79.197058
28320,Bladenboro,NC,Bladen,34.621027,-78.725506
28323,Bunnlevel,NC,Harnett,35.312764,-78.914817
28325,Calypso,NC,Duplin,35.141931,-78.099221
28326,Cameron,NC,Moore,35.310584,-79.347244
28327,Carthage,NC,Moore,35.32304,-79.428264
28328,Clinton,NC,Sampson,35.006676,-78.415415
28329,Clinton,NC,Sampson,34.994005,-78.277669
28330,Cordova,NC,Richmond,34.974434,-79.79851
28331,Cumberland,NC,Cumberland,35.150896,-78.915788
28332,Dublin,NC,Bladen,34.64374,-78.737402
28333,Dudley,NC,Wayne,35.266919,-78.025587
28334,Dunn,NC,Harnett,35.325672,-78.693354
28335,Dunn,NC,Harnett,35.350774,-78.625362
28337,Elizabethtown,NC,Bladen,34.660959,-78.621643
28338,Ellerbe,NC,Richmond,35.095959,-79.714244
28339,Erwin,NC,Harnett,35.330059,-78.705859
28340,Fairmont,NC,Robeson,34.623018,-79.148832
28341,Faison,NC,Duplin,35.105419,-78.102083
28342,Falcon,NC,Cumberland,35.210565,-78.649602
28343,Gibson,NC,Scotland,34.795061,-79.577405
28344,Godwin,NC,Cumberland,35.194383,-78.678821
28345,Hamlet,NC,Richmond,34.937085,-79.649111
28347,Hoffman,NC,Richmond,35.035103,-79.551692
28348,Hope Mills,NC,Cumberland,34.921277,-78.93292
28349,Kenansville,NC,Duplin,35.015157,-77.896863
28350,Lakeview,NC,Moore,35.230608,-79.315694
28351,Laurel Hill,NC,Scotland,34.77465,-79.571125
28352,Laurinburg,NC,Scotland,34.796929,-79.475606
28353,Laurinburg,NC,Scotland,34.781768,-79.482423
28355,Lemon Springs,NC,Lee,35.467567,-79.165314
28356,Linden,NC,Cumberland,35.218025,-78.783749
28357,Lumber Bridge,NC,Robeson,34.778165,-79.163606
28358,Lumberton,NC,Robeson,34.631016,-79.106224
28359,Lumberton,NC,Robeson,34.607669,-79.014425
28360,Lumberton,NC,Robeson,34.669719,-79.108363
28361,Mccain,NC,Hoke,35.02363,-79.246841
28362,Marietta,NC,Robeson,34.379114,-79.127936
28363,Marston,NC,Richmond,34.97281,-79.61268
28364,Maxton,NC,Robeson,34.711437,-79.318072
28365,Mount Olive,NC,Wayne,35.229061,-78.09006
28366,Newton Grove,NC,Sampson,35.14936,-78.333526
28367,Norman,NC,Richmond,35.162723,-79.73794
28368,Olivia,NC,Harnett,35.322949,-79.107381
28369,Orrum,NC,Robeson,34.473204,-79.034509
28370,Pinehurst,NC,Moore,35.216222,-79.452352
28371,Parkton,NC,Robeson,34.896504,-78.99298
28372,Pembroke,NC,Robeson,34.716443,-79.127951
28373,Pinebluff,NC,Moore,35.100733,-79.466296
28374,Pinehurst,NC,Moore,35.211461,-79.413311
28375,Proctorville,NC,Robeson,34.471259,-79.041388
28376,Raeford,NC,Hoke,34.953431,-79.233178
28377,Red Springs,NC,Robeson,34.700472,-79.113936
28378,Rex,NC,Robeson,34.854316,-79.064165
28379,Rockingham,NC,Richmond,34.974134,-79.724173
28380,Rockingham,NC,Richmond,34.994152,-79.767341
28382,Roseboro,NC,Sampson,35.00116,-78.451568
28383,Rowland,NC,Robeson,34.665311,-79.196744
28384,Saint Pauls,NC,Robeson,34.797081,-78.968753
28385,Salemburg,NC,Sampson,35.045096,-78.508895
28386,Shannon,NC,Robeson,34.765637,-79.031674
28387,Southern Pines,NC,Moore,35.218064,-79.394988
28388,Southern Pines,NC,Moore,35.280335,-79.432734
28390,Spring Lake,NC,Cumberland,35.189079,-78.977243
28391,Stedman,NC,Cumberland,35.030903,-78.700219
28392,Tar Heel,NC,Bladen,34.745753,-78.809292
28393,Turkey,NC,Sampson,34.984688,-78.198087
28394,Vass,NC,Moore,35.230348,-79.337956
28395,Wade,NC,Cumberland,35.142518,-78.745001
28396,Wagram,NC,Scotland,34.903601,-79.404128
28398,Warsaw,NC,Duplin,35.01803,-78.031022
28399,White Oak,NC,Bladen,34.762175,-78.679332
28401,Wilmington,NC,New Hanover,34.163503,-77.95481
28402,Wilmington,NC,New Hanover,34.340518,-77.901408
28403,Wilmington,NC,New Hanover,34.139742,-77.870418
28404,Wilmington,NC,Brunswick,33.926255,-78.07127
28405,Wilmington,NC,New Hanover,34.184682,-77.836109
28406,Wilmington,NC,New Hanover,34.088079,-77.852599
28407,Wilmington,NC,New Hanover,34.088079,-77.852599
28408,Wilmington,NC,New Hanover,34.212707,-77.792177
28409,Wilmington,NC,New Hanover,34.13637,-77.862667
28410,Wilmington,NC,New Hanover,34.088079,-77.852599
28411,Wilmington,NC,New Hanover,34.303335,-77.803856
28412,Wilmington,NC,New Hanover,34.127458,-77.91859
28420,Ash,NC,Brunswick,34.06493,-78.494942
28421,Atkinson,NC,Pender,34.510936,-78.094517
28422,Bolivia,NC,Brunswick,34.017181,-78.172242
28423,Bolton,NC,Columbus,34.275295,-78.350029
28424,Brunswick,NC,Columbus,34.290716,-78.699417
28425,Burgaw,NC,Pender,34.546108,-77.937122
28428,Carolina Beach,NC,New Hanover,34.035151,-77.895702
28429,Castle Hayne,NC,New Hanover,34.329932,-77.887477
28430,Cerro Gordo,NC,Columbus,34.301907,-78.725768
28431,Chadbourn,NC,Columbus,34.316747,-78.891483
28432,Clarendon,NC,Columbus,34.165516,-78.789061
28433,Clarkton,NC,Bladen,34.529167,-78.592149
28434,Council,NC,Bladen,34.471042,-78.477201
28435,Currie,NC,Pender,34.441229,-78.115064
28436,Delco,NC,Columbus,34.283839,-78.260664
28438,Evergreen,NC,Columbus,34.420379,-78.894652
28439,Fair Bluff,NC,Columbus,34.278093,-78.987194
28441,Garland,NC,Sampson,34.822898,-78.323226
28442,Hallsboro,NC,Columbus,34.337401,-78.652989
28443,Hampstead,NC,Pender,34.391419,-77.658725
28444,Harrells,NC,Sampson,34.711792,-78.26273
28445,Holly Ridge,NC,Onslow,34.527983,-77.514707
28446,Ingold,NC,Sampson,34.83661,-78.348111
28447,Ivanhoe,NC,Sampson,34.623287,-78.234209
28448,Kelly,NC,Bladen,34.497157,-78.322339
28449,Kure Beach,NC,New Hanover,33.986817,-77.920117
28450,Lake Waccamaw,NC,Columbus,34.345825,-78.751361
28451,Leland,NC,Brunswick,34.245499,-78.083622
28452,Longwood,NC,Brunswick,33.997292,-78.554121
28453,Magnolia,NC,Duplin,34.885139,-78.034098
28454,Maple Hill,NC,Pender,34.659359,-77.711665
28455,Nakina,NC,Columbus,34.117032,-78.690122
28456,Riegelwood,NC,Columbus,34.353063,-78.24873
28457,Rocky Point,NC,Pender,34.477635,-77.816971
28458,Rose Hill,NC,Duplin,34.829225,-78.022982
28459,Shallotte,NC,Brunswick,33.933388,-78.412864
28460,Sneads Ferry,NC,Onslow,34.60694,-77.426164
28461,Southport,NC,Brunswick,33.966293,-78.238126
28462,Supply,NC,Brunswick,34.002551,-78.223678
28463,Tabor City,NC,Columbus,34.153412,-78.635372
28464,Teachey,NC,Duplin,34.778119,-77.967075
28465,Oak Island,NC,Brunswick,34.090202,-78.127035
